cell	share_percent	amdahl_ceiling	bucket	dso	symbol
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	flush_tlb_mm_range
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	pud_val
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	__mod_zone_page_state
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	access_error
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	down_read_trylock
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	ktime_get_update_offsets_now
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	folio_remove_rmap_ptes
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	free_swap_cache
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	try_charge_memcg
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	timekeeping_advance
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	alloc_pages_mpol
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	pte_offset_map_nolock
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	__folio_throttle_swaprate
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	consume_stock
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	kthread_blkcg
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	get_vma_policy
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	policy_nodemask
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	update_load_avg
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	folio_add_lru
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	irqentry_enter
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	set_ptes.isra.0
xml/max	0.03	1.000300	kernel	[kernel.kallsyms]	irqentry_exit_to_user_mode
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	post_alloc_hook
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	flush_tlb_func
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	folio_prep_large_rmappable
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	pmd_val
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	folio_mapping
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	sched_clock_cpu
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	free_unref_page_commit
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	update_cfs_group
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	ptep_clear_flush
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	free_pcppages_bulk
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	fpregs_assert_state_consistent
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	read_tsc
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	pfn_pte
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	alloc_anon_folio
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	up_read
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	srso_return_thunk
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	mem_cgroup_from_task
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	__raw_spin_lock_irqsave
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	free_unref_page_prepare
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	pte_mkwrite
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	tick_do_update_jiffies64
xml/max	0.02	1.000200	kernel	[kernel.kallsyms]	pte_pfn
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	x86_pmu_disable_all
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	_find_first_bit
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	ktime_get
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__update_load_avg_se
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	update_curr
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	should_fail_alloc_page
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	delay_halt
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__mem_cgroup_uncharge_list
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	task_mm_cid_work
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__irqentry_text_end
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	_raw_spin_trylock
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	sysvec_apic_timer_interrupt
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__update_load_avg_cfs_rq
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	vm_normal_page
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	native_write_msr
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	account_user_time
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__tlb_remove_page_size
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	update_vdso_data.constprop.0
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	trace_rss_stat
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	update_process_times
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	cond_accept_memory
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	_find_next_bit
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	folio_lruvec_lock_irqsave
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	delay_halt_mwaitx
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__cond_resched
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	arch_scale_freq_tick
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	memcg_check_events
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	smp_call_function_many_cond
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__x86_indirect_thunk_r14
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	perf_event_task_tick
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	hrtimer_active
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	p4d_offset
xml/max	0.01	1.000100	kernel	[kernel.kallsyms]	__irq_exit_rcu
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	sched_clock_tick
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_segcblist_ready_cbs
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	pvclock_gtod_notify
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	hrtimer_interrupt
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	mksaveddirty_shift
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__run_timers
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_sched_clock_irq
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	timekeeping_update
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	sugov_get_util
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	fq_flush_timeout
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__hrtimer_run_queues
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	amd_pmu_addr_offset
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	amd_clear_divider
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	_raw_spin_unlock_irqrestore
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	notifier_call_chain
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_vsyscall
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	irq_enter_rcu
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	free_pages_and_swap_cache
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	copy_page
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	amd_brs_disable_all
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	tick_sched_do_timer
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	task_tick_fair
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	rb_erase
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	task_tick_mm_cid
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	sched_clock_noinstr
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_fast_timekeeper
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_rq_clock
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	native_sched_clock
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	mm_counter
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	calc_global_load_tick
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	hrtimer_run_queues
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	check_cpu_stall
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_curr_se
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	irq_exit_rcu
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	delay_halt.part.0
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	on_each_cpu_cond_mask
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	unlink_anon_vmas
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	cpuacct_charge
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	free_iova_fast
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	irqentry_enter_from_user_mode
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	reweight_entity
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_pending
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	avg_vruntime
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	cpu_util_cfs_boost
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	iommu_completion_wait.isra.0
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__sysvec_apic_timer_interrupt
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	delayed_work_timer_fn
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__memcg_kmem_charge_page
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	load_balance
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_sd_lb_stats.constprop.0
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	raw_notifier_call_chain
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__bitmap_and
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	pte_val
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	tick_program_event
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	llist_add_batch
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	arch_check_zapped_pte
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__update_blocked_fair
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	handle_softirqs
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__get_user_8
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__x86_indirect_thunk_rax
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	nft_do_chain
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	update_wall_time
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	ext4_da_map_blocks.constprop.0
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	entry_untrain_ret
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	raw_spin_rq_lock_nested
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	balance_dirty_pages
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	obj_cgroup_charge
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	get_next_freq.constprop.0
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	available_idle_cpu
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	acct_account_cputime
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	amd_pmu_check_overflow
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	asm_sysvec_call_function_single
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	sugov_should_update_freq
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	perf_event_exec
xml/max	0.00	1.000000	kernel	[kernel.kallsyms]	__rseq_handle_notify_resume
x-ray/max	84.53	6.464124	geocm_decode_stream_mix	cubrim-3a13f48	_RNvNtCs4nLXsUdxWI4_6cubrim5geocm17decode_stream_mix
x-ray/max	12.65	1.144820	geocm_mixer_update	cubrim-3a13f48	_RNvMs1_NtCs4nLXsUdxWI4_6cubrim5geocmNtB5_5Mixer6update
x-ray/max	0.86	1.008675	geocm_mix_ctxs	cubrim-3a13f48	_RNvNtCs4nLXsUdxWI4_6cubrim5geocm8mix_ctxs
x-ray/max	0.16	1.001603	geocm_decode	cubrim-3a13f48	_RNvNtCs4nLXsUdxWI4_6cubrim5geocm6decode
x-ray/max	0.08	1.000801	kernel	[kernel.kallsyms]	asm_exc_page_fault
x-ray/max	0.08	1.000801	kernel	[kernel.kallsyms]	clear_page_rep
x-ray/max	0.06	1.000600	kernel	[kernel.kallsyms]	zap_pte_range
x-ray/max	0.06	1.000600	kernel	[kernel.kallsyms]	update_load_avg
x-ray/max	0.05	1.000500	other_user	cubrim-3a13f48	_RINvXs0_NtNtNtCs4NRVxsYgnAr_4core4iter8adapters3mapINtB6_3MapINtNtNtBc_5slice4iter4IterjENCNvMs4_NtCs4nLXsUdxWI4_6cubrim5geocmNtB1x_8MixState3new0ENtNtNtBa_6traits8iterator8Iterator4folduNCINvNvB2l_8for_each4callINtNtCscdodAO9FK5_5alloc3vec3VectENCINvMsj_B3r_IB3p_B3o_E14extend_trustedBN_E0E0EB1z_
x-ray/max	0.05	1.000500	kernel	[kernel.kallsyms]	asm_sysvec_apic_timer_interrupt
x-ray/max	0.05	1.000500	kernel	[kernel.kallsyms]	native_read_msr
x-ray/max	0.05	1.000500	kernel	[kernel.kallsyms]	task_mm_cid_work
x-ray/max	0.05	1.000500	kernel	[kernel.kallsyms]	handle_mm_fault
x-ray/max	0.04	1.000400	kernel	[kernel.kallsyms]	__handle_mm_fault
x-ray/max	0.04	1.000400	kernel	[kernel.kallsyms]	__mod_lruvec_state
x-ray/max	0.04	1.000400	kernel	[kernel.kallsyms]	lru_gen_add_folio
x-ray/max	0.04	1.000400	kernel	[kernel.kallsyms]	__mod_memcg_lruvec_state
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	__const_udelay
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	native_write_msr
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	perf_adjust_freq_unthr_context
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	ktime_get
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	free_unref_page_list
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	ktime_get_update_offsets_now
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	do_syscall_64
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	srso_safe_ret
x-ray/max	0.03	1.000300	kernel	[kernel.kallsyms]	cgroup_rstat_updated
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__alloc_pages
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	filemap_get_read_batch
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	policy_nodemask
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	alloc_anon_folio
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__count_memcg_events
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	mem_cgroup_commit_charge
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__handle_mm_fault
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	memcg_check_events
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	irqentry_exit_to_user_mode
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__rcu_read_lock
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	update_wall_time
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	check_cpu_stall
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	delay_halt_mwaitx
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	pvclock_gtod_notify
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	mem_cgroup_from_task
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	amd_pmu_addr_offset
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	folio_lruvec_lock_irqsave
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__x86_indirect_thunk_rax
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	update_cfs_group
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	arch_scale_freq_tick
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	delay_halt
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	timekeeping_update
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__mem_cgroup_uncharge_list
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	tick_do_update_jiffies64
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	scheduler_tick
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	__sysvec_apic_timer_interrupt
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	arch_exit_to_user_mode_prepare.isra.0
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	memset_orig
x-ray/max	0.02	1.000200	other_user	cubrim-3a13f48	_RNvCsgTSoBSjQq7g_6cubrim4main
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	psi_group_change
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	do_anonymous_page
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	mas_walk
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	sugov_should_update_freq
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	balance_dirty_pages_ratelimited
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	folio_account_dirtied
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	rep_movs_alternative
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	kmem_cache_alloc_lru
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	ext4_es_lookup_extent
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	read_tsc
x-ray/max	0.02	1.000200	kernel	[kernel.kallsyms]	do_user_addr_fault
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	folio_mapping
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	pfn_pte
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	__mem_cgroup_charge
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	count_memcg_events.constprop.0
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	rmqueue_bulk
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	__mod_node_page_state
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	__folio_throttle_swaprate
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	__lruvec_stat_mod_folio
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	lru_add_fn
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	lock_vma_under_rcu
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	get_page_from_freelist
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	__rcu_read_unlock
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	folio_add_lru_vma
x-ray/max	0.01	1.000100	kernel	[kernel.kallsyms]	exc_page_fault
x-ray/max	0.00	1.000000	kernel	[kernel.kallsyms]	perf_event_exec
dickens/web	54.32	2.189142	cm2_predict_bit	cubrim-3a13f48	_RNvMs4_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_7CmModel11predict_bit
dickens/web	32.40	1.479290	cm2_ctr_upd	cubrim-3a13f48	_RNvMs0_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_3Ctr3upd
dickens/web	8.41	1.091822	cm2_update_bit	cubrim-3a13f48	_RNvMs4_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_7CmModel10update_bit
dickens/web	2.02	1.020616	cm2_match_end	cubrim-3a13f48	_RNvMs3_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_5Match3end
dickens/web	1.33	1.013479	cm2_start_byte	cubrim-3a13f48	_RNvMs4_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_7CmModel10start_byte
dickens/web	0.66	1.006644	cm2_decode_shell	cubrim-3a13f48	_RNvNtCs4nLXsUdxWI4_6cubrim3cm210cm2_decode
dickens/web	0.08	1.000801	cm2_end_byte	cubrim-3a13f48	_RNvMs4_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_7CmModel8end_byte
dickens/web	0.08	1.000801	kernel	[kernel.kallsyms]	perf_adjust_freq_unthr_context
dickens/web	0.03	1.000300	kernel	[kernel.kallsyms]	native_read_msr
dickens/web	0.03	1.000300	kernel	[kernel.kallsyms]	asm_sysvec_apic_timer_interrupt
dickens/web	0.03	1.000300	kernel	[kernel.kallsyms]	__const_udelay
dickens/web	0.03	1.000300	kernel	[kernel.kallsyms]	__raw_spin_lock_irqsave
dickens/web	0.02	1.000200	kernel	[kernel.kallsyms]	ktime_get_update_offsets_now
dickens/web	0.02	1.000200	kernel	[kernel.kallsyms]	read_tsc
dickens/web	0.02	1.000200	kernel	[kernel.kallsyms]	native_write_msr
dickens/web	0.02	1.000200	kernel	[kernel.kallsyms]	timekeeping_advance
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	srso_safe_ret
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	update_load_avg
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	task_mm_cid_work
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	sync_regs
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	x86_pmu_disable_all
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	update_cfs_group
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	update_curr
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	ktime_get
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	__update_load_avg_cfs_rq
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	__update_load_avg_se
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	asm_exc_page_fault
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	sched_clock_cpu
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	update_fast_timekeeper
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	sugov_update_single_freq
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	tick_do_update_jiffies64
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	scheduler_tick
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	delay_halt_mwaitx
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	__handle_mm_fault
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	__rcu_read_lock
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	_raw_spin_lock
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	account_user_time
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	delay_halt
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	blk_cgroup_congested
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	update_vdso_data.constprop.0
dickens/web	0.01	1.000100	kernel	[kernel.kallsyms]	clear_page_rep
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irqentry_exit
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__cgroup_account_cputime_field
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	hrtimer_active
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_pending
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	hrtimer_interrupt
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	update_vsyscall
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	percpu_counter_add_batch
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	fpregs_assert_state_consistent
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irq_enter_rcu
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__calc_delta.constprop.0
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	amd_pmu_addr_offset
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	handle_mm_fault
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__rcu_read_unlock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	do_anonymous_page
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	notifier_call_chain
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__cgroup_account_cputime
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	zap_pte_range
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	tick_nohz_highres_handler
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	sugov_should_update_freq
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	mas_walk
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	lapic_next_event
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	amd_pmu_check_overflow
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	do_user_addr_fault
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__mod_lruvec_state
dickens/web	0.00	1.000000	cm2_ctr_new	cubrim-3a13f48	_RNvMs0_NtCs4nLXsUdxWI4_6cubrim3cm2NtB5_3Ctr3new
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__mod_memcg_lruvec_state
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	x86_pmu_disable
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__x86_indirect_thunk_r12
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	timekeeping_update
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	native_sched_clock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__count_memcg_events
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__hrtimer_run_queues
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	task_tick_fair
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	pvclock_gtod_notify
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	clockevents_program_event
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	irq_work_tick
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	rcu_sched_clock_irq
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	update_process_times
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__mem_cgroup_charge
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	fq_flush_timeout
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	__rmqueue_pcplist
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	tick_sched_handle
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	tick_sched_do_timer
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	sched_clock
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	perf_event_task_tick
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	arch_scale_freq_tick
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	wp_page_copy
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	folio_batch_move_lru
dickens/web	0.00	1.000000	kernel	[kernel.kallsyms]	arch_exit_to_user_mode_prepare.isra.0
